"group.all" "pa" "lon" "lat" "layer.1" "layer.2" "layer.3" "layer.4" "layer.5" "layer.6"
"1" 2 1 -46.333333 -15.5 -9.07044998582632 8.38851341910268 0.289900654377337 -8.94255747326564 -1.46513122726235 -6.72285082176399
"2" 3 1 -46.333333 -13.666667 -9.56943102723565 8.3301524123005 -0.190445835504511 -7.95297366675321 -1.22736997514545 -6.35080060443495
"3" 1 1 -43.040556 -16.858056 -7.77748666882623 7.6631329562548 0.291710718439889 -8.64003888362866 -1.65241669500724 -6.7858130095609
"4" 1 1 -43.040556 -16.857222 -7.77748666882623 7.6631329562548 0.291710718439889 -8.64003888362866 -1.65241669500724 -6.7858130095609
"5" 2 1 -46.25 -19.333333 -8.86395442570723 6.39686467458008 0.778355341380231 -9.70447089222905 -1.58603164772495 -5.90216982174087
"6" 3 1 -46.25 -19.333333 -8.86395442570723 6.39686467458008 0.778355341380231 -9.70447089222905 -1.58603164772495 -5.90216982174087
"7" 3 1 -48.426945 -14.340556 -9.9102254892323 6.68957385974159 -0.331777103880539 -8.47614639156866 -0.627368803035919 -5.47304258383939
"8" 1 1 -55.03 -9.363611 -11.6297425810942 7.48555852530405 0.571017267900984 -10.5482336692101 1.06200217816843 -7.63528055722209
"9" 3 1 -34.9925 -7.812222 -11.3871188526647 6.83671138195308 0.483884628646066 -6.78690143293484 -0.625625102712134 -6.15427164025623
"10" 1 1 -41.116667 -12.016667 -7.61151322934971 7.8447110921507 0.633543774077191 -6.38632802912982 -2.16961185505407 -7.04477707695139
"11" 2 1 -40.037222 -19.276111 -9.8677207125561 7.40289361477456 1.82506657447896 -6.61742124663424 -1.55685779292565 -5.85576202968099
"12" 2 1 -42.346111 -22.532222 -9.24041982108722 7.06423822540238 1.99172342383821 -6.49260845898763 -1.51867162280565 -5.34910099719156
"13" 1 1 -42.0425 -22.943611 NA NA NA NA NA NA
"14" 2 1 -47.632778 -14.164722 -9.64569819751654 6.38234997994421 -0.428650019511843 -8.51996546641085 -0.618128236366692 -5.40041975116786
"15" 3 1 -41.018889 -21.207222 -8.92437116707256 7.55234615074323 1.56977380093245 -6.03377577107627 -1.39984763663366 -5.63604529313912
"16" 2 1 -41.018889 -21.207222 -8.92437116707256 7.55234615074323 1.56977380093245 -6.03377577107627 -1.39984763663366 -5.63604529313912
"17" 3 1 -46.617222 -8.549167 -9.79827216205542 8.96689207921233 0.13040228468749 -7.87679664674359 -1.41450751669715 -6.94018038565903
"18" 3 1 -42.347778 -22.525833 -9.24041982108722 7.06423822540238 1.99172342383821 -6.49260845898763 -1.51867162280565 -5.34910099719156
"19" 1 1 -42.347778 -22.525833 -9.24041982108722 7.06423822540238 1.99172342383821 -6.49260845898763 -1.51867162280565 -5.34910099719156
"20" 1 1 -42.424445 -22.920556 -9.11655125960265 6.90546197474269 2.14921647249612 -5.27774804412676 -1.49625030737057 -5.10169240681941
"21" 2 0 -52.79917289 -32.625837543 -7.59743676964369 4.74504625825664 3.77669855488078 -5.84425921109815 -0.403679743122436 -5.55148489558347
"22" 3 0 -73.09917289 -7.52583754299999 -12.419124890256 6.10442691896243 1.51371655613501 -8.29698638287477 -1.93412225761049 -6.38081971097228
"23" 2 0 -58.59917289 -21.025837543 -8.8192431383582 9.234861270715 2.73374355659656 -7.58490544348656 -1.73682694453037 -7.18604980521739
"24" 1 0 -38.49917289 -12.125837543 -10.0897513548336 6.23463874698547 1.45917741951108 -5.8257478283514 -1.11789785330298 -6.15492089870436
"25" 1 0 -71.59917289 1.77416245700001 -13.6319252006073 6.1068968080715 1.11888749794185 -7.57302038545804 0.390398192226477 -6.83861025401253
"26" 1 0 -69.19917289 3.67416245700001 -14.1468475280406 6.09251492023215 0.756086417400958 -8.01304435266393 0.818705153587444 -7.08846919081868
"27" 2 0 -53.89917289 -33.125837543 -7.30017733550679 4.95811796318444 4.07986971913916 -6.33537732567161 -0.481692807892989 -6.27531379442159
"28" 3 0 -56.39917289 -13.725837543 -10.9094994630368 8.1211683200942 0.591795794783937 -10.0306187276624 -1.59289256914742 -6.70740204489165
