"group.all" "pa" "lon" "lat" "layer.1" "layer.2" "layer.3" "layer.4" "layer.5" "layer.6"
"50" 6 0 -42.39917289 -22.325837543 -7.9820370697699 4.21078456746667 1.34346437251731 -8.27254411565178 -1.13621492479502 -4.87040853893057
"51" 1 0 -42.79917289 -22.025837543 -8.91421058683589 6.44892048840684 1.73393123733194 -9.29819380042408 -1.34898738985523 -5.63678696867399
"52" 2 0 -42.89917289 -22.225837543 -8.673621347196 5.22139151247482 1.66873151488022 -9.01232998057972 -1.18166955051767 -5.14691876092816
"53" 1 0 -42.99917289 -22.425837543 -8.27216006400888 3.35418947217759 1.36124879051362 -8.71316344707812 -1.11727756367977 -4.70839970419013
"54" 3 0 -42.79917289 -22.125837543 -8.42939678705647 5.14581704695399 1.4413639452251 -8.92957823945216 -1.2109492613751 -5.17914149836689
"55" 6 0 -42.99917289 -22.525837543 -9.96947746582011 6.04077199678531 2.44857255793595 -8.43902777349758 -1.45875815908442 -5.24557659429012
"56" 4 0 -42.49917289 -22.525837543 -9.33667075165325 6.70264790738964 2.04704724340776 -7.29728527263522 -1.50181680254234 -5.26664471707892
"57" 5 0 -42.69917289 -22.625837543 -9.53218276528313 6.70849633083072 2.29006153382771 -7.18294104398875 -1.51128818185665 -5.26108293876658
"58" 4 0 -42.89917289 -22.425837543 -8.63096141887377 4.34083538333066 1.68480835301651 -8.76604360045979 -1.1404822034907 -4.88873988803776
"59" 4 0 -42.49917289 -22.325837543 -7.90888391891088 3.96530944456184 1.27004340706701 -8.39078299812658 -1.17761689104845 -4.8947221087401
"60" 1 0 -42.59917289 -22.525837543 -9.20787913992666 5.98892565813467 1.90120504352442 -8.02564766756285 -1.4380736646705 -5.15414652582961
