"cv1" "cv2" "cv3" "cv4" "pa" "lon" "lat" "wc2.0_bio_10m_01" "wc2.0_bio_10m_04" "wc2.0_bio_10m_05" "wc2.0_bio_10m_09" "wc2.0_bio_10m_13" "wc2.0_bio_10m_14" "wc2.0_bio_10m_19"
"192" 3 3 1 1 0 -42.4166666666667 -18.9166666666667 21.5378123919169 210.630576877809 30.5604991912842 18.607541402181 260 16 48
"193" 3 3 2 3 0 -51.0833333333333 -26.9166666666667 16.0981146097183 334.354938617269 26.2657508850098 12.1588333447774 172 93 352
"194" 3 3 2 1 0 -45.75 -22.9166666666667 17.8100208044052 257.294410584956 27.257999420166 14.4591247240702 286 33 135
"195" 1 1 1 3 0 -41.4166666666667 -17.75 22.4928334156672 188.352903508422 30.9564990997314 19.8907086054484 180 20 76
"196" 1 1 2 1 0 -40.25 -17.5833333333333 23.8851875464122 177.190302264346 31.6937503814697 21.4666668574015 158 36 136
"197" 2 2 3 3 0 -45.0833333333333 -22.9166666666667 18.2724165519079 245.658479520487 28.2197494506836 15.0608747800191 243 22 90
"198" 1 2 3 2 0 -42.0833333333333 -18.0833333333333 22.9237707058589 197.047218308588 31.7544994354248 20.0970829327901 215 11 40
"199" 3 1 2 1 0 -46.4166666666667 -22.75 17.0463333725929 240.893240038724 26.8312492370605 13.8863333861033 275 28 115
"200" 3 2 3 2 0 -50.25 -28.9166666666667 15.7269375324249 301.732113934198 24.4837493896484 13.9608749548594 169 122 429
"201" 3 2 2 3 0 -49.5833333333333 -28.25 13.4575415651004 287.506397673214 22.0144996643066 11.7525832653046 183 108 387
"202" 3 3 3 2 0 -47.0833333333333 -21.9166666666667 21.1465104818344 233.34598039912 30.7119998931885 18.0103750228882 239 18 88
"203" 3 3 1 3 0 -51.4166666666667 -27.25 16.8930313785871 335.671769117022 26.6340007781982 12.9280001322428 191 101 370
"204" 1 2 2 2 0 -42.25 -21.75 22.1853019396464 244.583186682445 31.8537502288818 18.939458211263 237 19 71
"205" 1 2 3 3 0 -46.75 -23.9166666666667 17.5390938520432 249.72270847529 25.6905002593994 14.454958597819 304 83 272
"206" 1 2 1 2 0 -40.25 -18.0833333333333 23.9834792613983 180.488885701278 31.8027496337891 21.5813754399618 167 41 152
"207" 3 3 1 1 0 -40.25 -16.75 21.9966354767481 169.025511648636 29.3667507171631 19.6015833218892 126 48 154
"208" 1 1 2 1 0 -50.0833333333333 -26.25 16.4882395664851 319.386158582289 26.3994998931885 12.6970000267029 169 79 289
"209" 1 1 3 3 0 -42.25 -17.5833333333333 19.975353995959 183.35888949247 28.3299999237061 17.2216668128967 221 9 35
"210" 3 1 1 3 0 -41.5833333333333 -21.9166666666667 23.4864166577657 213.551407478272 32.445499420166 20.8277918497721 183 28 93
"211" 2 1 2 2 0 -41.9166666666667 -22.9166666666667 22.5996377468109 206.281211375464 28.8173904418945 20.2746378580729 146 33 124
"212" 1 2 3 1 0 -45.4166666666667 -23.25 18.150177081426 253.999106552525 27.4692497253418 14.8555418650309 238 26 108
"213" 3 3 1 2 0 -44.25 -23.25 21.7712051471074 215.095423564943 30.9303569793701 19.2723212242126 242 58 184
"214" 3 1 2 1 0 -48.75 -25.4166666666667 20.9585412343343 305.27489159286 29.2454299926758 17.4483842849731 253 69 239
"215" 2 1 1 3 0 -44.5833333333333 -23.25 21.4964938958486 224.8919256169 30.4152431488037 18.807012240092 285 85 257
"216" 1 2 1 1 0 -41.25 -20.4166666666667 19.8457395235697 214.785518628205 29.2537498474121 17.0382081667582 204 31 100
"217" 1 2 3 2 0 -43.0833333333333 -18.4166666666667 20.0261874596278 228.689994756674 29.1714992523193 16.6996665000916 281 11 37
"218" 2 3 3 1 0 -50.25 -26.4166666666667 16.6329791347186 329.301922655667 26.6892490386963 12.7436667283376 164 83 310
"219" 3 1 2 2 0 -50.9166666666667 -27.9166666666667 16.0667916933695 324.574497964341 25.4139995574951 16.3155419031779 169 109 380
"220" 1 1 1 1 0 -51.0833333333333 -29.5833333333333 18.5578957796097 340.512926676173 27.5084991455078 16.5668749809265 152 109 397
"221" 3 2 2 1 0 -41.4166666666667 -18.0833333333333 22.0937602917353 188.20086473921 30.4405002593994 19.501541296641 189 20 79
"222" 1 3 1 3 0 -41.5833333333333 -18.75 23.4880831241608 182.649809057619 32.064998626709 20.9975830713908 198 21 71
"223" 2 3 3 1 0 -50.9166666666667 -27.5833333333333 16.4277396003405 336.038807919351 26.2064990997314 16.6342500050863 171 112 396
"224" 1 2 3 1 0 -42.0833333333333 -20.25 18.8499478896459 228.979656503513 29.0949993133545 15.7539165814718 233 20 78
"225" 3 3 3 3 0 -50.4166666666667 -29.5833333333333 16.6551042000453 315.914599602722 25.1625003814697 17.7184166908264 178 118 468
"226" 2 1 2 3 0 -48.5833333333333 -25.9166666666667 20.7021179993947 299.349410913523 28.8419895172119 17.3079191843669 266 86 268
"227" 1 1 3 3 0 -38.75 -17.9166666666667 24.5583332379659 155.984173864121 30.1000003814697 26.4166669845581 183 82 394
"228" 1 3 3 3 0 -46.0833333333333 -21.75 19.0287291606267 225.16794092776 28.7465000152588 16.055374622345 294 28 115
"229" 3 3 2 1 0 -43.9166666666667 -22.0833333333333 19.3441979487737 228.952974410665 28.3602504730225 16.3893752098083 252 18 60
"230" 1 1 1 3 0 -40.75 -21.0833333333333 23.3902777036031 203.361905054893 31.5799999237061 20.8477776845296 165 34 113
"231" 2 1 2 1 0 -45.25 -20.9166666666667 19.8640832901001 231.544850945425 29.84375 16.6947083473206 297 21 67
"232" 3 3 3 1 0 -40.4166666666667 -19.75 22.5001980861028 195.987194353919 30.4745006561279 20.0032919247945 195 45 153
"233" 1 1 2 1 0 -51.0833333333333 -27.75 16.2819478114446 330.09189740069 25.726749420166 16.4705831209819 177 111 385
"234" 3 1 2 2 0 -41.9166666666667 -18.0833333333333 22.7630833387375 193.898056707445 31.5979995727539 20.0110414822896 208 14 52
"235" 2 2 3 3 0 -41.9166666666667 -22.5833333333333 23.0596264600754 216.080330951791 31.1086196899414 20.4321843783061 181 36 120
"236" 2 3 2 3 0 -41.0833333333333 -20.9166666666667 23.1846353610357 211.156726031498 31.6112499237061 20.5215001106262 180 30 99
"237" 2 2 1 2 0 -42.25 -22.9166666666667 22.9454915523529 213.967518732785 29.2265625 20.5696614583333 154 29 115
"238" 2 2 1 1 0 -49.75 -27.9166666666667 14.7830417950948 303.767847684023 23.673999786377 12.9329167207082 175 102 364
"239" 3 3 2 1 0 -50.5833333333333 -26.75 14.627239604791 317.553858562275 24.3169994354248 10.9234999020894 166 93 342
"240" 3 1 2 3 0 -49.75 -26.25 16.3586562077204 311.803621471748 26.1767501831055 14.2181665102641 170 79 280
"241" 1 2 3 1 0 -46.0833333333333 -20.25 20.312947789828 244.421895514994 30.7609996795654 16.8441665967305 288 14 54
"242" 1 3 3 2 0 -41.5833333333333 -19.25 21.690676967303 192.997789038414 30.3264999389648 19.0830416679382 209 22 79
"243" 3 3 2 2 0 -43.5833333333333 -20.0833333333333 18.0820937554042 196.39187342766 26.6782493591309 15.3827918370565 321 18 63
"244" 2 1 1 3 0 -39.75 -16.75 23.8943021297455 157.646706231905 30.3279991149902 21.7106250127157 135 54 194
"245" 1 3 3 3 0 -40.4166666666667 -20.75 23.5166668891907 201.858793839832 31 21.0166670481364 183 45 148
"246" 3 1 2 3 0 -48.75 -27.5833333333333 19.1919999917348 315.494559896093 28.6292495727539 15.9809584617615 209 92 308
"247" 2 1 2 2 0 -51.0833333333333 -29.9166666666667 19.8210520744324 357.762900510121 28.892749786377 21.3451668421427 146 98 384
"248" 2 1 1 1 0 -49.0833333333333 -25.4166666666667 17.6315729220708 274.469642280386 26.5662498474121 14.28804175059 225 84 281
"249" 2 1 3 3 0 -49.75 -27.75 15.6776250600815 315.812351512571 24.9072494506836 12.1459166208903 175 99 345
"250" 3 1 2 2 0 -40.9166666666667 -19.75 21.6651563644409 199.197033238402 30.3355007171631 19.0627501805623 200 35 123
"251" 1 2 1 1 0 -45.4166666666667 -22.0833333333333 18.1374271909396 258.296527676361 28.6877498626709 14.7060417334239 301 22 99
"252" 2 3 2 3 0 -40.4166666666667 -19.4166666666667 22.7477707862854 194.576818554903 30.6805000305176 20.7737081845601 190 39 142
"253" 1 3 2 3 0 -51.5833333333333 -27.4166666666667 17.387427230676 340.636887904605 27.3672504425049 13.3687919775645 198 101 353
"254" 3 1 1 2 0 -39.0833333333333 -17.75 24.5986111958822 162.64546986272 30.3933334350586 22.5555556615194 181 68 273
"255" 1 2 1 3 0 -44.4166666666667 -19.25 21.0490938425064 202.99178372827 30.7870006561279 18.2347499529521 265 8 30
"256" 3 2 2 2 0 -43.9166666666667 -18.5833333333333 19.3993646303813 194.077049016934 27.7952499389648 16.6690001487732 277 6 25
"257" 3 3 2 2 0 -46.9166666666667 -24.4166666666667 22.4624998966853 259.081628254106 30.8999996185303 19.3000000317891 285 73 235
"258" 2 2 1 3 0 -49.75 -29.0833333333333 19.1609269777934 332.29524057861 28.294750213623 15.7640832265218 150 91 306
"259" 1 2 3 2 0 -47.0833333333333 -23.75 17.0220833619436 242.129960594088 25.5997505187988 13.9668752352397 258 52 169
"260" 1 1 1 2 0 -42.4166666666667 -21.75 21.9647396802902 242.128053432813 31.6380004882812 18.7778336207072 248 19 66
"261" 2 2 2 3 0 -47.0833333333333 -21.4166666666667 21.2431459029516 230.391078608348 30.6609992980957 18.1153335571289 258 18 94
"262" 2 3 3 1 0 -42.5833333333333 -22.4166666666667 17.8145417372386 235.837022276414 26.4899997711182 14.8511667251587 239 30 98
"263" 1 1 1 3 0 -49.4166666666667 -27.0833333333333 18.5033126274745 326.489766214939 27.9492492675781 14.8418334325155 184 102 346
"264" 1 3 1 1 0 -50.5833333333333 -27.25 15.2988541523616 328.219024090906 25.0647506713867 11.5231250921885 166 98 374
"265" 2 1 3 3 0 -48.5833333333333 -25.5833333333333 20.4492199818293 306.639931777612 28.6671123504639 17.0515152613322 270 80 269
"266" 3 3 2 1 0 -44.5833333333333 -19.5833333333333 21.1578646103541 205.50983053586 31.1282501220703 18.3307499885559 284 10 57
"267" 2 2 2 3 0 -49.9166666666667 -27.9166666666667 13.6689584056536 297.563260687347 22.2935009002686 11.7977084318797 169 106 382
"268" 3 3 1 1 0 -42.5833333333333 -20.25 21.1868959267934 226.506460370319 31.0974998474121 18.1321249008179 246 15 52
"269" 1 3 2 2 0 -41.5833333333333 -17.0833333333333 20.8893229166667 181.269903699107 29.2639999389648 18.2597500483195 178 14 45
"270" 2 3 3 1 0 -48.9166666666667 -25.4166666666667 18.5086458524068 281.733444838092 27.0277500152588 15.1465001106262 247 83 272
"271" 3 1 1 1 0 -49.5833333333333 -26.75 16.2441249688466 311.502134538682 25.4492492675781 12.7095832029978 179 86 308
"272" 3 1 1 2 0 -42.9166666666667 -19.4166666666667 19.22061475118 222.213756559229 28.5284996032715 16.1463333765666 314 14 47
"273" 3 1 3 2 0 -50.25 -28.25 15.5016459027926 306.172604137363 24.4090003967285 13.5438752174377 149 100 355
"274" 2 1 2 3 0 -40.9166666666667 -19.25 21.838697830836 191.505248257687 30.2194995880127 19.3092083930969 194 32 115
"275" 1 2 3 2 0 -51.25 -27.0833333333333 16.6993229389191 338.138129401657 26.6469993591309 12.7106665770213 181 99 377
"276" 1 3 3 1 0 -42.5833333333333 -21.5833333333333 21.4070105950038 235.413268119595 30.9832496643066 18.339250087738 249 19 59
"277" 3 3 2 1 0 -41.75 -22.4166666666667 23.113365650177 211.605578640642 31.1025981903076 20.5461037953695 198 42 132
"278" 3 2 2 3 0 -49.75 -26.75 17.2116146683693 324.06957784029 26.597749710083 13.4923751354218 171 91 323
"279" 2 2 2 2 0 -44.25 -20.25 20.2540833155314 197.365071929056 29.4839992523193 17.5456248919169 317 15 48
"280" 2 3 3 1 0 -51.5833333333333 -27.5833333333333 17.303114593029 340.728781761882 27.1984996795654 17.3637499809265 198 104 366
"281" 2 2 2 3 0 -49.25 -28.4166666666667 18.8733645280202 317.858180409056 28.7502498626709 15.5147082010905 181 81 274
"282" 2 3 2 1 0 -43.5833333333333 -20.9166666666667 19.90456255277 215.920937841752 29.2705001831055 17.0326663653056 271 18 59
"283" 2 1 3 2 0 -49.4166666666667 -28.5833333333333 18.9687395890554 324.817809661941 28.9342498779297 15.5300000508626 172 79 265
"284" 1 2 1 3 0 -41.75 -19.0833333333333 23.7541772524516 185.160380022334 32.6117515563965 21.2531665166219 205 19 63
"285" 3 1 2 1 0 -43.9166666666667 -22.25 19.6789270242055 235.174831335445 28.9152507781982 16.6441667874654 243 19 66
"286" 2 1 1 3 0 -42.9166666666667 -18.0833333333333 19.6647394498189 204.327536942814 28.1812496185303 16.5954580307007 269 11 36
"287" 1 1 1 3 0 -51.5833333333333 -29.4166666666667 17.6715102990468 344.777653892316 26.5112495422363 13.9489997227987 159 110 346
"288" 1 2 1 3 0 -46.5833333333333 -20.9166666666667 19.2646561861038 223.639479332097 28.5305004119873 16.1742083231608 280 16 61
"289" 3 1 3 2 0 -43.4166666666667 -20.9166666666667 19.8579998811086 219.81177467021 29.3719997406006 16.9372498194377 267 18 59
"290" 2 1 1 2 0 -49.9166666666667 -25.4166666666667 17.1099585692088 297.423959912679 26.8262500762939 13.4488751093547 214 77 284
"291" 1 2 2 3 0 -40.75 -18.75 23.4068644444148 185.950352958212 31.5669994354248 20.9449585278829 183 30 115
"292" 1 1 1 2 0 -40.0833333333333 -17.75 23.9965210755666 175.676424798272 31.41575050354 21.6346667607625 155 43 154
"293" 2 3 3 2 0 -39.75 -16.5833333333333 23.7576042811076 158.137808787147 30.19700050354 21.5652081171672 132 51 183
"294" 1 1 1 1 0 -41.25 -17.75 23.138708392779 187.49832930919 31.5707492828369 20.5649167696635 177 22 82
"295" 3 3 3 2 0 -49.4166666666667 -28.4166666666667 18.393843571345 318.179991439 28.3320007324219 14.9865835507711 181 81 276
"296" 1 3 2 1 0 -45.0833333333333 -23.0833333333333 17.9513646364212 248.650110956443 28.1307506561279 14.7192500432332 243 25 101
"297" 1 1 1 2 0 -41.75 -20.4166666666667 15.620197892189 216.206206940486 25.0195007324219 12.7307497660319 236 27 96
"298" 2 3 2 3 0 -45.4166666666667 -19.25 21.7876456975937 204.474528718979 31.6180000305176 18.9006662368774 270 10 32
"299" 3 1 1 1 0 -43.0833333333333 -19.4166666666667 20.365926861763 226.165732638049 30.0314998626709 17.2452913920085 315 12 39
"300" 2 3 2 3 0 -41.25 -19.0833333333333 23.4493852059046 188.904667681584 32.2369995117188 20.9223748842875 192 22 82
"301" 3 3 1 2 0 -49.5833333333333 -25.5833333333333 16.9769896070162 296.986568298862 26.3242492675781 14.1619583765666 178 71 257
"302" 3 3 1 1 0 -49.75 -27.5833333333333 16.0464062293371 317.477854794516 25.3449993133545 12.4882083733877 178 99 349
"303" 2 3 3 3 0 -43.5833333333333 -22.5833333333333 21.2615311543147 227.762603346784 30.3864994049072 18.4504998524984 254 45 152
"304" 3 1 1 1 0 -50.0833333333333 -29.9166666666667 19.2908653418223 335.650963188957 27.7115383148193 20.3196887969971 146 92 382
"305" 1 2 2 1 0 -41.0833333333333 -17.0833333333333 22.4438545306524 185.544564109548 30.6112499237061 19.8232502937317 164 21 70
"306" 3 1 3 2 0 -47.0833333333333 -21.25 19.9083646138509 218.420375420883 28.7639999389648 16.9387501080831 268 19 98
"307" 1 2 3 1 0 -42.25 -22.75 22.9229789177577 220.220046177863 31.3857498168945 20.2644165356954 157 31 113
"308" 2 2 3 3 0 -46.75 -20.75 20.346427043279 223.41038818674 29.451000213623 17.2384166717529 283 14 53
"309" 1 1 1 3 0 -50.25 -28.75 15.6754270394643 296.272002614483 24.4302501678467 13.9017500082652 162 117 403
"310" 2 2 2 3 0 -42.4166666666667 -22.9166666666667 22.8917186260223 216.424240957944 30.7070827484131 20.5284719467163 164 28 113
"311" 2 2 3 3 0 -47.4166666666667 -22.5833333333333 20.4450105428696 249.885329564022 29.1027507781982 17.0942503611247 235 22 83
"312" 2 3 2 2 0 -50.9166666666667 -29.9166666666667 19.4945728381475 349.484589019565 28.5507507324219 20.884374777476 142 96 395
"313" 3 2 2 3 0 -41.5833333333333 -18.4166666666667 23.0733646154404 188.846144696122 31.8334999084473 20.4773333867391 197 19 70
"314" 2 2 1 2 0 -41.0833333333333 -19.75 22.5683123668035 198.389277204655 31.351749420166 19.9617500305176 199 29 104
"315" 3 1 1 3 0 -45.25 -20.0833333333333 20.1469688415527 218.204290360858 30.1084995269775 17.0865001678467 296 16 52
"316" 1 3 3 1 0 -40.9166666666667 -19.5833333333333 22.8524165550868 194.65674842219 31.4487495422363 20.3052496910095 195 31 111
"317" 2 3 1 2 0 -50.5833333333333 -26.4166666666667 15.9099165598551 325.946913449358 25.4179992675781 12.052499850591 163 83 311
"318" 2 2 3 3 0 -44.5833333333333 -20.4166666666667 20.2059480349223 207.537758912949 29.5944995880127 17.3439586957296 312 15 47
"319" 1 3 3 2 0 -49.9166666666667 -28.9166666666667 16.9284375111262 308.432484781246 25.8799991607666 13.7155415217082 168 108 363
"320" 3 2 1 1 0 -43.4166666666667 -21.0833333333333 19.7037812074025 216.632322412243 29.0925006866455 16.8599999745687 271 19 61
"321" 3 3 1 1 0 -46.4166666666667 -22.9166666666667 17.9294166167577 238.658617890378 26.6797504425049 14.8142080307007 254 28 114
"322" 3 1 3 3 0 -46.0833333333333 -21.9166666666667 18.1801354487737 226.338271967341 28.5310001373291 15.2220834096273 297 29 119
"323" 1 2 3 2 0 -41.4166666666667 -21.0833333333333 22.0974478324254 218.50476488788 31.0855007171631 19.2778749465942 193 26 84
"324" 2 2 1 1 0 -40.75 -16.4166666666667 22.7267499367396 175.241939066957 30.367000579834 20.2050415674845 154 26 83
"325" 3 2 1 3 0 -43.25 -21.25 20.703489502271 222.21151573737 30.224250793457 17.8174999554952 257 16 51
"326" 2 3 3 1 0 -41.9166666666667 -22.75 22.8724415302277 209.160784464896 29.8675441741943 20.3921054204305 154 35 126
"327" 2 2 1 3 0 -49.9166666666667 -28.25 13.8259270389875 294.387626526898 22.4172496795654 11.961416721344 165 105 397
"328" 2 1 2 1 0 -39.75 -17.0833333333333 24.059427022934 161.74499641463 30.6277503967285 21.8518330256144 142 60 201
"329" 2 3 3 1 0 -51.5833333333333 -27.9166666666667 16.8659062782923 336.994939422604 26.6485004425049 16.9865417480469 196 113 397
"330" 2 1 1 1 0 -51.9166666666667 -27.4166666666667 18.4176562627157 351.970679121817 28.2089996337891 18.3990003267924 196 122 412
"331" 1 2 3 2 0 -45.0833333333333 -19.5833333333333 21.4756770133972 211.033741371804 31.605749130249 18.5300415356954 276 11 33
"332" 2 1 2 2 0 -51.25 -27.5833333333333 16.6980311075846 335.494750231151 26.3912506103516 16.8335415522257 185 107 374
"333" 1 2 2 2 0 -49.25 -25.9166666666667 16.4170624216398 304.401484270748 25.2164993286133 12.77175005277 181 78 278
"334" 3 3 1 2 0 -44.4166666666667 -21.4166666666667 19.442947824796 224.579193540614 28.9792499542236 16.4616667429606 308 16 56
"335" 3 2 2 1 0 -45.9166666666667 -23.5833333333333 17.4928123950958 252.684602924357 25.8057498931885 14.315833568573 271 64 228
"336" 2 3 1 3 0 -41.5833333333333 -21.25 22.4784062703451 222.053849313996 31.4977493286133 19.5889999071757 197 22 79
"337" 2 2 3 2 0 -49.25 -26.9166666666667 19.4191873470942 325.93633711465 28.5687503814697 15.7922499974569 194 97 328
"338" 2 3 2 1 0 -51.0833333333333 -28.25 16.0696250398954 322.913335977437 25.3754997253418 16.3184167544047 179 112 412
"339" 1 2 1 3 0 -42.25 -18.75 21.8149477640788 205.214467063697 30.5287494659424 18.942999680837 245 17 53
"340" 2 2 3 1 0 -40.0833333333333 -18.75 23.7380730311076 186.434159896479 31.3179988861084 21.3372500737508 173 42 153
"341" 1 3 1 1 0 -51.25 -28.75 16.3488645752271 326.917619019536 25.4440002441406 14.2002918720245 187 119 456
"342" 3 2 3 3 0 -49.0833333333333 -28.0833333333333 18.4545936584473 311.140516665236 28.0550003051758 15.2017498016357 197 81 287
"343" 3 2 2 2 0 -47.25 -21.5833333333333 21.0241457223892 228.312024897699 30.2697505950928 17.9430418014526 252 20 95
"344" 1 3 3 1 0 -46.5833333333333 -21.5833333333333 19.5672396421432 227.196457173672 29.1152496337891 16.4952499071757 269 18 92
"345" 1 3 2 3 0 -41.25 -17.4166666666667 23.3196979761124 188.965015391159 31.7827491760254 20.6829999287923 171 19 67
"346" 2 1 2 2 0 -50.0833333333333 -28.75 14.7958644429843 293.564382787647 23.4837493896484 13.0558332602183 167 119 413
"347" 2 3 3 1 0 -48.25 -27.25 20.3208334048589 315.813945383884 28.2999992370605 16.5833333333333 198 106 326
"348" 1 3 3 2 0 -40.5833333333333 -19.25 22.7238647143046 191.959600487842 30.7887496948242 20.7161668141683 189 37 135
"349" 3 1 1 3 0 -50.4166666666667 -28.0833333333333 15.3904374639193 311.407392959096 24.3962497711182 13.3836251099904 150 103 355
"350" 3 3 2 3 0 -44.75 -21.25 19.7498540480932 225.789759014843 29.3015003204346 16.7295417785645 334 20 81
"351" 1 1 1 3 0 -43.4166666666667 -21.25 20.3032709360123 216.093618442881 29.7037506103516 17.4952915509542 266 18 54
"352" 2 3 1 2 0 -44.0833333333333 -21.75 18.1757812897364 216.78833289242 27.2689990997314 15.3605416615804 291 18 60
"353" 2 3 1 2 0 -45.9166666666667 -23.0833333333333 19.3008540868759 244.96007114377 27.7759990692139 16.1231249173482 234 29 110
"354" 3 3 2 2 0 -45.75 -23.75 19.929200609525 248.738429144786 28.5783672332764 16.8610885938009 314 93 307
"355" 3 3 2 3 0 -44.5833333333333 -20.5833333333333 19.9686250289281 209.092433798608 29.2102508544922 17.0945415496826 317 15 48
"356" 3 3 1 2 0 -49.25 -28.0833333333333 18.0397187868754 311.148216529047 27.693000793457 14.7207500139872 194 82 287
"357" 1 1 2 1 0 -41.5833333333333 -20.75 20.5639897982279 224.631174018726 30.1432495117188 17.6140832901001 208 26 82
"358" 3 3 3 1 0 -44.9166666666667 -22.5833333333333 20.447166800499 240.487731231811 29.9262504577637 17.2556252479553 262 22 82
"359" 1 3 3 1 0 -43.75 -22.9166666666667 23.4954753716787 213.024549832851 32.6867179870605 21.0078125 198 42 138
"360" 2 3 2 3 0 -49.75 -28.5833333333333 14.6970729629199 293.608203002419 23.3782501220703 12.9931250413259 173 109 387
"361" 2 3 3 2 0 -43.25 -20.0833333333333 19.9428958892822 220.05560036707 29.7124996185303 16.932208220164 300 14 49
"362" 1 3 2 1 0 -41.4166666666667 -19.5833333333333 22.9223228295644 200.189103219839 31.9287490844727 20.2663749059041 201 22 80
"363" 3 2 1 3 0 -42.25 -22.4166666666667 20.5575833320618 233.71841059257 29.2142505645752 17.6127082506816 204 26 88
"364" 1 3 3 3 0 -43.5833333333333 -23.0833333333333 23.1600322326024 206.5052953822 31.9106788635254 20.8161810239156 175 45 144
"365" 1 1 3 3 0 -45.5833333333333 -20.25 20.7686459223429 237.58574559734 31.2217502593994 17.4148751894633 277 15 52
"366" 3 2 2 3 0 -50.75 -27.4166666666667 16.0358854730924 334.27852507118 25.8390007019043 16.2868332862854 167 105 389
"367" 1 2 2 1 0 -45.25 -23.5833333333333 20.8400260210037 246.647062277562 29.8293743133545 17.8165623346965 303 82 261
"368" 1 2 1 2 0 -45.0833333333333 -21.9166666666667 19.5014272133509 267.889351045528 30.5477504730225 15.8865001996358 293 18 85
"369" 2 2 3 1 0 -48.5833333333333 -27.5833333333333 19.9274448156357 317.782719900234 29.1561222076416 16.7634355227153 183 103 329
"370" 1 2 3 2 0 -45.75 -23.5833333333333 16.5183647076289 258.725177251656 25.3290004730225 13.2598751386007 287 58 214
"371" 3 1 3 2 0 -41.25 -21.9166666666667 23.7155833641688 197.323209757836 32.0929985046387 21.3472501436869 150 29 108
"372" 3 1 2 1 0 -41.0833333333333 -19.0833333333333 22.7695416609446 189.113698261741 31.3369998931885 20.2501667340597 192 26 97
"373" 3 2 2 2 0 -46.75 -22.5833333333333 19.0468436876933 232.013807567003 27.605749130249 15.9566251436869 241 26 103
"374" 1 1 1 2 0 -46.25 -23.4166666666667 18.4417708714803 241.321351710723 26.5410003662109 15.4022917747498 230 40 137
"375" 3 1 2 2 0 -45.25 -20.4166666666667 19.4142708381017 218.953356643201 29.0319995880127 16.3594997723897 296 18 57
"376" 1 2 1 2 0 -45.0833333333333 -20.9166666666667 19.7580207586288 225.723420247499 29.55299949646 16.6747498512268 314 20 64
"377" 2 3 3 3 0 -41.25 -18.75 23.0198959112167 185.172283698176 31.4860000610352 20.5242080688477 191 22 86
"378" 3 3 1 2 0 -47.4166666666667 -23.25 19.922468662262 240.183913644338 28.2972507476807 16.7799580891927 221 32 117
"379" 2 3 2 2 0 -51.4166666666667 -26.5833333333333 15.051645676295 319.630336084946 24.9734992980957 11.2597498893738 173 106 385
"380" 2 2 2 2 0 -44.75 -20.9166666666667 19.2933749755224 214.710687684546 28.5949993133545 16.3734164237976 363 18 60
"381" 1 1 2 2 0 -50.4166666666667 -28.4166666666667 16.0930727322896 304.757341947036 25.0212497711182 14.1771664619446 151 104 376
"382" 2 1 1 1 0 -48.5833333333333 -26.0833333333333 20.692484219869 294.547494644646 29.0645561218262 17.2930380503337 268 84 270
"383" 2 2 3 1 0 -48.4166666666667 -27.0833333333333 19.909259279569 316.037771097735 28.6333332061768 16.0796297391256 198 90 284
"384" 2 1 1 1 0 -45.75 -21.75 19.8451352914174 251.342477860598 30.4575004577637 16.4696663220723 286 26 104
"385" 1 1 2 3 0 -45.75 -23.4166666666667 18.3001146316528 251.842408749272 26.8754997253418 15.085875193278 240 38 141
"386" 3 3 3 3 0 -40.9166666666667 -20.4166666666667 17.804208556811 208.633533433421 27.3117504119873 15.0960834821065 201 44 140
"387" 1 3 2 1 0 -46.5833333333333 -22.25 19.0540729363759 225.16243653672 28.36549949646 16.0424167315165 276 25 113
"388" 3 1 2 1 0 -42.4166666666667 -19.9166666666667 21.4929374456406 216.92341147626 31.1317501068115 18.5650413831075 240 13 52
"389" 2 1 1 2 0 -49.75 -26.5833333333333 15.9171457489332 313.404101524493 25.4232501983643 12.2962080637614 172 84 299
"390" 2 3 3 1 0 -48.5833333333333 -27.4166666666667 19.5532682736715 314.532036147378 28.6880741119385 16.4022167523702 188 99 313
"391" 3 2 3 3 0 -50.9166666666667 -26.4166666666667 16.0979895393054 331.263535740516 25.8675003051758 12.1664582888285 163 97 335
"392" 2 1 3 3 0 -44.4166666666667 -21.25 19.3714895645777 221.892730486006 28.7397499084473 16.4184165000916 318 14 53
"393" 2 3 1 3 0 -51.25 -28.5833333333333 16.7667603691419 331.120159822405 26.1854991912842 14.5829165776571 184 116 438
"394" 3 2 3 1 0 -50.9166666666667 -26.5833333333333 14.8847082654635 318.940504506648 24.6525001525879 11.1283748149872 164 95 344
"395" 1 3 2 1 0 -45.75 -19.75 21.1265520254771 233.238430599829 31.7727508544922 17.7989163398743 283 11 41
"396" 2 1 1 3 0 -50.0833333333333 -28.5833333333333 14.9771561423937 297.779835302542 23.8447494506836 13.1554583708445 160 111 396
"397" 1 1 1 2 0 -40.75 -17.75 23.8837918043137 182.428601646238 32.0455017089844 21.38720814387 172 29 106
"398" 1 2 1 3 0 -46.25 -21.5833333333333 19.6921978791555 228.713449884943 29.6377506256104 16.6184582710266 281 23 103
"399" 3 1 2 1 0 -49.5833333333333 -28.75 19.1915103197098 331.091241471852 28.9097499847412 15.7004165649414 155 80 271
"400" 3 3 3 2 0 -45.4166666666667 -21.25 19.7664063374201 245.383657856058 30.0027503967285 16.4489165941874 275 22 74
"401" 2 2 1 2 0 -51.9166666666667 -27.75 17.9736044009527 350.348030745223 27.9012508392334 17.9897503852844 197 120 409
