"cv1" "cv2" "cv3" "cv4" "pa" "lon" "lat" "wc2.0_bio_10m_01" "wc2.0_bio_10m_04" "wc2.0_bio_10m_05" "wc2.0_bio_10m_09" "wc2.0_bio_10m_13" "wc2.0_bio_10m_14" "wc2.0_bio_10m_19"
"402" 2 1 3 3 0 -42.4166666666667 -21.4166666666667 22.3175104459127 240.988344227884 32.0009994506836 19.1294584274292 246 21 64
"403" 3 3 2 1 0 -39.9166666666667 -18.25 24.1277083555857 178.473552604404 31.2822494506836 21.8064584732056 171 60 201
"404" 3 3 3 3 0 -45.25 -19.75 21.0769792000453 216.435539280925 31.2872505187988 18.0364166895549 292 12 40
"405" 2 3 1 2 0 -44.25 -21.9166666666667 17.9822188417117 226.455785078101 27.5607490539551 15.0150004227956 293 19 64
"406" 3 1 2 3 0 -39.4166666666667 -16.9166666666667 24.1128333409627 155.555742750384 30.1720008850098 22.0474576950073 148 72 267
"407" 3 2 1 3 0 -48.9166666666667 -28.25 19.124009013176 306.641947666966 28.2979545593262 16.0819269816081 179 85 295
"408" 3 3 1 2 0 -42.0833333333333 -19.9166666666667 18.5551250378291 222.77850513662 28.6415004730225 15.5180832544963 238 19 75
"409" 3 2 3 2 0 -39.75 -18.75 24.0281250476837 183.795665221338 31.169116973877 21.6947714487712 167 50 177
"410" 3 1 2 2 0 -49.4166666666667 -26.4166666666667 16.3270831108093 307.355403366784 25.4274997711182 12.8090416590373 185 82 294
"411" 2 3 3 3 0 -50.75 -29.25 15.6632500688235 318.742093007431 24.5114994049072 18.542541662852 193 131 498
"412" 2 1 3 2 0 -40.25 -18.75 23.6677500406901 186.847933120768 31.456750869751 21.2441247304281 175 39 146
"413" 3 3 1 2 0 -44.5833333333333 -20.75 19.1632812420527 207.015425409275 28.1422500610352 16.3400832811991 338 16 53
"414" 1 2 1 3 0 -50.4166666666667 -30.25 19.3019893566767 343.496968376097 27.8412494659424 20.4727913538615 147 90 406
"415" 3 1 1 3 0 -49.75 -28.0833333333333 13.4782186547915 294.098724505251 22.107250213623 11.6546666622162 174 107 392
"416" 1 1 1 2 0 -50.5833333333333 -27.75 15.9673018654188 327.003618650734 25.3997497558594 12.240166425705 153 102 360
"417" 2 2 1 3 0 -47.0833333333333 -22.0833333333333 20.9604688485463 234.275201305565 30.3810005187988 17.8094167709351 244 20 93
"418" 2 2 1 3 0 -45.4166666666667 -20.0833333333333 20.5355625152588 225.539471617442 30.5224990844727 17.359791914622 292 15 52
"419" 3 2 3 3 0 -40.5833333333333 -18.0833333333333 23.5565000375112 182.69867411464 31.7217502593994 21.0970001220703 174 33 126
"420" 1 3 1 3 0 -50.5833333333333 -29.0833333333333 15.5064375201861 314.786107639438 24.4549999237061 18.3298751513163 189 130 490
"421" 3 3 3 1 0 -40.0833333333333 -16.75 22.6486560503642 165.206033709756 29.6377506256104 20.3159999847412 123 50 163
"422" 2 2 1 1 0 -49.9166666666667 -29.4166666666667 18.9115995963414 325.747482673837 27.4620609283447 19.9376044273376 152 98 351
"423" 2 3 3 3 0 -43.9166666666667 -19.25 20.9967917203903 210.295883206602 30.6065006256104 18.0764164924622 274 8 26
"424" 1 3 2 2 0 -43.75 -20.5833333333333 19.1889791886012 207.345196916397 28.1620006561279 16.3840001424154 287 13 48
"425" 1 2 1 3 0 -50.9166666666667 -30.0833333333333 19.504541516304 351.028611055616 28.4169998168945 20.9023332595825 144 93 397
"426" 2 3 1 2 0 -39.75 -19.4166666666667 23.7567944526672 194.891285426025 31.1198616027832 21.3191054662069 182 51 183
"427" 3 3 3 2 0 -43.75 -21.75 19.480489730835 216.986476267916 28.39674949646 16.6991251309713 262 18 58
"428" 3 2 2 3 0 -40.5833333333333 -19.75 21.7962083816528 195.257633102798 30.0230007171631 19.7830834388733 198 44 152
"429" 3 1 2 1 0 -40.4166666666667 -19.25 22.839833299319 192.423880013295 30.7280006408691 20.8747914632161 188 38 142
"430" 1 1 3 3 0 -40.0833333333333 -16.9166666666667 22.3532604773839 165.643991440391 29.4467506408691 20.0263333320618 133 55 183
"431" 1 2 1 2 0 -43.5833333333333 -21.9166666666667 19.3771666288376 216.394119096645 28.214750289917 16.6412081718445 243 18 60
"432" 1 1 1 3 0 -44.75 -22.9166666666667 16.0232811172803 254.826503733993 26.4762496948242 13.0268332958221 261 28 106
"433" 3 3 1 3 0 -43.0833333333333 -18.25 20.1173021396001 217.366450954921 28.9952507019043 16.9010833104451 273 11 34
"434" 2 2 2 1 0 -47.25 -24.25 21.0854791005452 263.274087748032 29.5267505645752 17.8367498715719 271 69 219
"435" 1 1 3 1 0 -44.5833333333333 -21.4166666666667 19.3677605390549 221.927793079421 28.7562503814697 16.4234585762024 319 18 79
"436" 3 2 1 2 0 -41.9166666666667 -18.75 23.9658020734787 184.21869547279 32.7442512512207 21.4336667060852 208 18 59
"437" 1 3 2 3 0 -43.25 -21.0833333333333 19.6023853222529 220.501721023019 29.0139999389648 16.7085417111715 265 20 60
"438" 2 2 2 1 0 -50.75 -30.0833333333333 19.4350519975026 347.726369101058 28.24049949646 20.7773334185282 147 92 406
"439" 1 3 3 3 0 -39.9166666666667 -16.9166666666667 23.778760433197 162.422553661934 30.4942493438721 21.5167496999105 135 54 179
"440" 1 3 3 2 0 -51.0833333333333 -26.25 16.7914063135783 338.0016617123 26.7752494812012 14.3041667143504 166 109 357
"441" 1 3 2 1 0 -45.0833333333333 -20.25 20.2713644901911 219.51660295684 30.1380004882812 17.2043749491374 294 15 49
"442" 1 2 3 3 0 -40.25 -19.75 23.4517602920532 197.135079913809 31.2689990997314 21.4919166564941 193 44 154
"443" 1 2 2 1 0 -41.75 -21.75 20.4440625111262 227.282827633688 29.3972492218018 17.5011668205261 206 26 92
"444" 2 2 1 3 0 -40.5833333333333 -16.75 21.3449063698451 171.91507275253 28.9650001525879 18.8897500038147 144 38 122
"445" 3 3 2 3 0 -41.75 -20.9166666666667 20.0455938180288 230.433713442357 29.769250869751 16.993458588918 217 24 80
"446" 3 1 2 1 0 -44.75 -23.4166666666667 21.2570021549861 231.318242269803 30.1597213745117 18.4736110369364 306 97 294
"447" 3 2 2 3 0 -42.5833333333333 -19.0833333333333 21.2845208644867 212.389551550235 30.1860008239746 18.3413333892822 273 15 46
"448" 2 3 2 1 0 -44.0833333333333 -21.0833333333333 19.2462604443232 213.42854758606 28.2612495422363 16.4160002072652 289 14 49
"449" 2 1 1 1 0 -49.4166666666667 -27.5833333333333 16.745124955972 317.586851569599 26.150749206543 13.2232081890106 194 97 344
"450" 1 2 1 1 0 -41.9166666666667 -18.9166666666667 24.0059684912364 183.497392506521 32.7845001220703 21.5076665878296 210 17 57
"451" 3 3 1 1 0 -50.4166666666667 -27.5833333333333 15.6771248181661 327.727872073863 25.1145000457764 11.9455416202545 154 103 370
"452" 1 3 2 2 0 -40.5833333333333 -20.0833333333333 20.4517083962758 200.611415571913 29.0212497711182 17.8911250432332 200 51 162
"453" 1 1 3 3 0 -45.9166666666667 -22.75 14.1460624337196 284.494075110964 25.9060001373291 10.5087500413259 324 34 142
"454" 3 1 1 3 0 -41.9166666666667 -21.5833333333333 22.2434479792913 239.956805629055 31.5399990081787 19.0515832901001 207 18 79
"455" 3 1 3 3 0 -43.5833333333333 -18.75 18.7439792950948 205.186037785703 27.2425003051758 15.8526247342428 287 15 48
"456" 1 3 3 2 0 -46.9166666666667 -23.25 18.2100624243418 229.104756832127 26.1609992980957 15.2902081807454 232 33 115
"457" 1 3 2 3 0 -39.75 -17.25 24.2142188549042 164.242108845313 30.8945007324219 21.9895416895549 140 59 196
"458" 1 1 1 3 0 -44.25 -22.25 19.3342811663946 240.308520085739 28.7169990539551 16.1778750419617 259 18 63
"459" 1 2 2 1 0 -39.5833333333333 -17.25 24.2941667238871 162.330024377564 30.7497501373291 22.127916653951 143 63 214
"460" 3 2 1 2 0 -44.4166666666667 -22.4166666666667 20.8768332401911 240.027048894181 30.5812492370605 17.7096249262492 265 20 70
"461" 1 3 3 1 0 -43.5833333333333 -19.0833333333333 18.6911873817444 208.350703884442 27.5279998779297 15.7733332316081 303 17 55
"462" 2 1 1 2 0 -44.0833333333333 -20.75 19.5236353476842 209.293837522023 28.6224994659424 16.7012084325155 290 15 54
"463" 3 1 2 2 0 -50.75 -26.5833333333333 15.4858853816986 327.777062880286 25.5715007781982 11.6285832722982 163 92 334
"464" 1 1 2 1 0 -51.4166666666667 -28.0833333333333 16.4993124405543 332.091665105933 26.2390003204346 16.6734164555868 191 113 407
"465" 3 2 2 2 0 -51.4166666666667 -26.75 14.8138957818349 315.603598260138 24.4487495422363 11.0767499605815 176 104 379
"466" 3 3 1 3 0 -46.25 -20.25 20.2253749767939 238.073994684286 30.3767509460449 16.8496247927348 289 13 53
"467" 2 2 1 3 0 -42.0833333333333 -19.5833333333333 20.5077812274297 211.557742756689 30.2292499542236 17.6252919832865 230 18 67
"468" 3 2 3 1 0 -46.0833333333333 -21.5833333333333 19.7430417935054 234.707751336881 29.8780002593994 16.5904583930969 287 25 108
"469" 1 1 3 3 0 -45.5833333333333 -21.5833333333333 19.8848437468211 254.963685866909 30.3120002746582 16.4596665700277 276 22 93
"470" 1 3 2 2 0 -45.25 -20.25 19.7271042664846 218.307605281435 29.5330009460449 16.6699584325155 296 17 55
"471" 3 2 3 1 0 -46.0833333333333 -23.4166666666667 18.7216248909632 245.057701450086 26.8427505493164 15.6110833485921 235 43 147
"472" 2 3 2 1 0 -45.9166666666667 -21.5833333333333 19.8276458183924 243.598836098175 30.1492500305176 16.5469999313354 287 27 111
"473" 1 1 1 1 0 -40.5833333333333 -20.4166666666667 21.7417811552684 202.693838581199 30.0292491912842 19.1859583854675 195 51 157
"474" 3 2 2 2 0 -40.75 -20.4166666666667 19.3599998950958 207.037472186652 28.4169998168945 16.7030831972758 197 48 148
"475" 2 1 1 1 0 -40.9166666666667 -18.0833333333333 23.5247397422791 184.019798860117 31.7889995574951 21.0334167480469 178 26 101
"476" 1 2 2 2 0 -50.9166666666667 -26.9166666666667 15.3308332562447 325.758052641007 25.3015003204346 11.513249874115 165 92 346
"477" 2 2 3 3 0 -42.75 -18.5833333333333 19.6359270016352 240.566563156403 29.105749130249 16.2019583384196 296 13 46
"478" 2 3 2 1 0 -48.75 -26.75 20.0990496873856 315.773361114136 29.1466846466064 16.2516802151998 225 84 280
"479" 2 2 2 3 0 -51.5833333333333 -28.9166666666667 17.1625519990921 341.543133064762 26.2172508239746 17.4225414594014 177 117 447
"480" 1 2 3 1 0 -42.0833333333333 -18.75 23.2855727672577 192.968996365839 32.0139999389648 20.6127080917358 223 18 57
"481" 3 3 3 3 0 -42.5833333333333 -20.75 18.7876042524974 237.825470994004 29.0047492980957 15.5858753522237 244 18 66
"482" 2 2 1 3 0 -42.25 -21.9166666666667 21.5130520264308 242.707343148639 30.9834995269775 18.3254583676656 238 20 73
"483" 3 3 2 2 0 -41.5833333333333 -21.4166666666667 23.0097810824712 221.287153518514 32.0332489013672 20.1393334070841 193 22 81
"484" 1 2 1 3 0 -41.75 -21.25 22.7524375915527 230.045169502594 32.1455001831055 19.7192918459574 205 19 76
"485" 2 2 3 3 0 -46.9166666666667 -22.5833333333333 19.9487395683924 237.958259601756 28.8735008239746 16.7689997355143 233 25 97
"486" 1 1 3 1 0 -48.0833333333333 -25.25 21.9700146516164 290.32683986568 29.8761405944824 18.5146783192952 340 84 299
"487" 3 2 1 3 0 -44.0833333333333 -21.5833333333333 18.720062494278 215.713107344545 27.8187503814697 15.9107918739319 290 17 55
"488" 2 1 1 1 0 -41.5833333333333 -16.9166666666667 20.9072810411453 178.68148038714 29.2127494812012 18.3067496617635 175 12 38
"489" 3 3 3 2 0 -39.25 -16.5833333333333 24.1260208288829 155.18409649999 29.9249992370605 25.9077911376953 149 88 353
"490" 1 2 1 2 0 -46.0833333333333 -22.75 16.1251562635104 262.547886329424 26.9462509155273 12.709124883016 298 30 126
"491" 3 1 1 2 0 -42.9166666666667 -20.25 21.1492290099462 227.655164564464 30.9759998321533 18.0703333218892 263 15 46
"492" 1 1 2 1 0 -50.0833333333333 -28.4166666666667 15.1130416790644 299.038393239125 23.8409996032715 13.2511249383291 156 105 376
"493" 2 3 2 1 0 -46.0833333333333 -23.9166666666667 22.1173177162806 241.012538338348 30.8093757629395 19.1666668256124 360 127 400
"494" 3 2 2 3 0 -42.4166666666667 -21.5833333333333 22.0437601804733 242.486024472337 31.6607494354248 18.8419998486837 248 20 65
"495" 1 1 3 1 0 -39.5833333333333 -17.75 24.2416041692098 167.074083177743 30.7182502746582 22.0735832850138 160 74 255
"496" 3 1 3 1 0 -46.0833333333333 -23.75 19.7408446073532 244.623401180995 27.9840545654297 16.7183334032695 336 107 353
"497" 3 2 2 2 0 -48.5833333333333 -26.5833333333333 20.5249998172124 305.869977544454 29.0545463562012 16.8772727648417 244 83 273
"498" 1 1 1 3 0 -41.0833333333333 -20.75 22.1815000375112 211.279704199846 31.0195007324219 19.4869163831075 187 32 105
"499" 1 1 2 2 0 -51.9166666666667 -28.4166666666667 16.9532083670298 344.556845730676 26.8519992828369 17.0992499987284 195 123 449
"500" 1 2 1 2 0 -49.4166666666667 -26.75 17.5400209824244 315.42029142748 26.9347496032715 13.9942081769307 188 86 304
"501" 3 1 1 1 0 -41.25 -21.75 23.9224063952764 197.109814043183 32.4355010986328 21.5381668408712 162 26 97
"502" 2 3 2 3 0 -42.25 -21.5833333333333 22.4065729777018 248.709795224372 32.1162490844727 19.0837500890096 244 20 73
"503" 2 2 2 3 0 -43.4166666666667 -18.9166666666667 20.4678021272024 238.574624873917 30.1095008850098 17.1146666208903 281 12 40
"504" 3 3 1 3 0 -44.9166666666667 -23.4166666666667 21.7949405113856 236.627685587874 30.9214286804199 18.9359126091003 326 98 309
"505" 3 3 2 3 0 -50.0833333333333 -25.5833333333333 17.0910730163256 306.648805150127 26.7652492523193 13.3260002930959 192 76 277
"506" 2 3 2 3 0 -41.25 -21.0833333333333 22.4075728257497 214.320506552139 30.9657497406006 19.6768329938253 184 30 93
"507" 2 3 2 3 0 -47.0833333333333 -22.4166666666667 20.2617603937785 240.873686580252 29.2722492218018 17.0250833829244 242 21 85
"508" 3 3 2 3 0 -46.5833333333333 -24.0833333333333 21.4969023863475 241.37659490582 30.0209426879883 18.554799079895 326 105 330
"509" 1 3 2 1 0 -50.9166666666667 -28.75 16.7550938328107 321.843150692551 25.7779998779297 14.69766664505 175 116 435
"510" 3 3 1 1 0 -50.75 -29.5833333333333 18.8718020121257 336.085368462701 27.923999786377 20.1658333142598 154 103 405
"511" 3 1 1 2 0 -44.9166666666667 -20.4166666666667 20.3910208940506 218.719878161709 30.1019992828369 17.3496247927348 293 15 47
"512" 3 3 2 3 0 -48.4166666666667 -26.25 20.6666669050852 293.128366447926 28.2999992370605 17.2666668891907 272 89 281
"513" 2 1 2 2 0 -44.9166666666667 -21.9166666666667 19.361416776975 257.795785245979 30.0405006408691 15.8986665407817 292 17 83
"514" 1 1 2 1 0 -43.75 -22.4166666666667 20.3141042391459 237.516631944763 29.2872505187988 17.2826250394185 240 25 91
"515" 3 3 1 3 0 -41.9166666666667 -19.5833333333333 20.8924791018168 208.577134867405 30.5809993743896 18.0601250330607 221 18 69
"516" 3 3 2 1 0 -46.75 -21.0833333333333 18.8331458965937 220.590144045592 28.0832500457764 15.8053336143494 275 17 92
"517" 3 2 3 1 0 -48.9166666666667 -28.5833333333333 20.206029454867 304.605313686133 29.1076469421387 17.3999509811401 161 87 293
"518" 1 2 3 1 0 -40.75 -20.25 19.3134166797002 206.260326281008 28.6725006103516 16.6516669591268 200 47 151
"519" 3 2 3 3 0 -41.4166666666667 -19.9166666666667 21.6842708190282 206.610701122539 31.0214996337891 18.9475000699361 206 25 93
"520" 3 1 1 1 0 -49.9166666666667 -25.5833333333333 17.1508333086967 303.518359409085 26.7727508544922 13.420500199 182 74 264
"521" 2 3 1 2 0 -43.9166666666667 -18.75 20.3316976626714 205.439791935363 28.9694995880127 17.4518334070841 266 6 24
"522" 2 3 1 1 0 -50.5833333333333 -25.9166666666667 17.016624947389 331.25143418611 27.0307502746582 12.9757917722066 173 81 309
"523" 3 3 2 3 0 -41.75 -17.5833333333333 21.5719269514084 187.059681642007 30.2417507171631 18.8888748486837 191 14 51
"524" 2 1 2 1 0 -51.9166666666667 -28.0833333333333 17.5302917162577 350.785497936819 27.9444999694824 17.6651668548584 198 120 427
"525" 1 1 3 3 0 -45.25 -22.4166666666667 15.9274480541547 274.293417655835 27.5322494506836 12.3337086836497 300 26 106
"526" 2 1 2 1 0 -45.9166666666667 -21.75 19.7376351753871 241.402594408079 30.0302505493164 16.5059580802917 291 28 113
"527" 1 3 2 2 0 -40.75 -19.4166666666667 22.8252601623535 194.459389673853 31.1569995880127 20.2937081654867 192 32 117
"528" 2 1 1 2 0 -45.25 -20.75 19.416489481926 222.883975416575 29.0865001678467 16.3459164301554 304 19 63
"529" 3 3 1 1 0 -42.0833333333333 -22.9166666666667 22.9112025896708 211.491333226079 28.9952373504639 20.54310131073 149 32 121
"530" 2 3 2 1 0 -51.4166666666667 -29.4166666666667 18.2775104443232 344.654414358521 27.2285003662109 14.5620416005452 154 109 359
"531" 3 3 2 3 0 -39.75 -18.25 24.0100626945496 174.166412251831 30.7455005645752 21.7725003560384 178 72 236
"532" 3 3 1 3 0 -46.4166666666667 -20.25 19.0730625788371 218.772834033116 28.2997493743896 15.9843753178914 302 16 60
"533" 3 2 3 2 0 -42.4166666666667 -20.9166666666667 19.72487505277 237.684554204412 29.8465003967285 16.5500418345133 242 19 68
"534" 1 3 1 2 0 -43.0833333333333 -18.5833333333333 19.5584063132604 231.050786192489 28.6412506103516 16.2444167137146 291 14 43
"535" 3 2 3 1 0 -43.75 -21.4166666666667 18.3486250241597 200.359932822718 26.933500289917 15.7748333613078 286 19 65
"536" 2 3 3 3 0 -40.0833333333333 -17.4166666666667 24.1073541641235 173.546138078663 31.4885005950928 21.7390000025431 143 41 147
"537" 2 1 3 2 0 -44.9166666666667 -23.25 17.8823124567668 247.266330418422 27.4584999084473 14.7767082850138 290 59 193
"538" 2 3 1 3 0 -40.9166666666667 -16.75 22.7830521265666 179.27980698939 30.6967506408691 20.2144999504089 159 22 70
"539" 1 2 1 3 0 -45.5833333333333 -23.25 18.0876873731613 251.964998012226 26.9287490844727 14.8315415382385 241 26 110
"540" 1 1 2 2 0 -43.0833333333333 -22.4166666666667 16.9156874020894 223.031153298619 25.5939998626709 14.1619998613993 296 43 149
"541" 2 2 1 1 0 -40.75 -16.9166666666667 22.8087604840597 182.075393686635 30.7045001983643 20.231458346049 161 28 95
"542" 3 2 1 1 0 -49.75 -26.9166666666667 17.7895312706629 330.755908076377 27.3347492218018 14.0049997965495 171 97 346
"543" 3 2 1 2 0 -49.0833333333333 -27.9166666666667 16.5321875214577 300.462156270816 25.7994995117188 13.3825415770213 208 91 315
"544" 1 2 3 2 0 -48.75 -28.25 19.6330753962199 304.86313106318 28.5644950866699 16.7274158795675 174 87 299
"545" 2 2 1 2 0 -40.75 -18.5833333333333 23.4984061320623 185.440569068582 31.6637496948242 21.0344999631246 181 29 113
"546" 1 1 3 1 0 -40.4166666666667 -18.9166666666667 23.3509479363759 188.533699452758 31.2490005493164 21.3979584376017 181 37 137
"547" 3 3 2 1 0 -42.0833333333333 -18.4166666666667 23.5520416895549 199.445670129276 32.4942512512207 20.7563333511353 219 14 47
"548" 2 2 1 2 0 -48.5833333333333 -25.75 20.1155459483465 298.53050418164 28.1975536346436 16.7592846552531 271 86 279
"549" 1 2 2 2 0 -42.75 -19.75 20.9395208358765 215.744902833296 30.2115001678467 18.0083335240682 278 15 48
"550" 1 2 1 1 0 -42.0833333333333 -18.9166666666667 23.9278958241145 188.620160134986 32.8692512512207 21.3476665814718 219 15 53
"551" 1 1 1 2 0 -50.9166666666667 -28.4166666666667 16.0516875187556 318.329681249462 25.2592506408691 13.9782497882843 173 113 417
"552" 2 3 1 2 0 -49.4166666666667 -27.4166666666667 16.656031370163 316.798765180262 26.0384998321533 13.1281251907349 194 96 344
"553" 2 2 1 2 0 -48.5833333333333 -26.9166666666667 19.9465535084407 321.397351622613 29.0345668792725 16.0232508977254 214 83 271
"554" 1 3 1 3 0 -45.75 -21.4166666666667 20.136458158493 249.498364964747 30.3457508087158 16.7610416412354 274 24 101
"555" 1 3 2 1 0 -45.0833333333333 -21.25 19.776739637057 233.007163055369 29.6062507629395 16.6560416221619 296 22 87
"556" 2 1 2 1 0 -43.9166666666667 -19.9166666666667 20.7473646799723 184.240976321507 29.7137508392334 18.2279167175293 320 14 45
"557" 1 3 3 2 0 -40.75 -17.0833333333333 23.65522925059 185.106774605448 31.753999710083 21.0507084528605 169 28 95
"558" 2 1 2 3 0 -42.0833333333333 -22.75 22.9873125553131 215.885073338957 30.9004993438721 20.3973747889201 158 33 120
"559" 3 1 1 2 0 -49.4166666666667 -29.0833333333333 19.352870464325 337.395093619653 28.7577781677246 15.945185025533 144 83 287
"560" 3 2 2 1 0 -49.5833333333333 -27.4166666666667 17.5479791164398 327.936818601181 27.1457500457764 15.5279583136241 185 102 366
"561" 2 1 1 2 0 -44.75 -22.5833333333333 20.0431458155314 241.9977964961 29.5307502746582 16.8327498435974 265 24 85
"562" 1 2 2 2 0 -46.25 -20.75 20.2541667222977 233.275172574722 29.6627502441406 16.9937917391459 283 16 58
"563" 1 1 3 3 0 -43.4166666666667 -19.75 20.5942810773849 216.503413325226 30.3439998626709 17.6117917696635 318 13 44
"564" 3 2 2 3 0 -49.9166666666667 -25.75 16.7597395380338 304.969925583718 26.2887496948242 13.0262084801992 168 70 258
"565" 2 3 3 1 0 -41.5833333333333 -22.0833333333333 23.4189792871475 212.001350115211 32.255500793457 20.808000087738 178 33 109
"566" 2 3 2 2 0 -42.9166666666667 -18.25 20.2901977698008 223.445679622984 29.2819995880127 16.9872918128967 275 10 36
"567" 1 1 1 1 0 -50.0833333333333 -27.0833333333333 17.2340936859449 333.224796163467 26.7927494049072 13.4135000705719 170 102 372
"568" 1 1 3 3 0 -41.25 -20.75 23.0019060770671 214.778437883768 31.9657497406006 20.2382084528605 190 26 87
"569" 1 3 1 2 0 -51.25 -26.9166666666667 16.0725521246592 331.217448652367 25.9790000915527 12.1596666177114 176 97 363
"570" 2 3 2 1 0 -42.0833333333333 -21.75 22.599583029747 245.032744165707 32.2014999389648 19.341916402181 218 17 75
"571" 3 2 3 3 0 -41.0833333333333 -20.4166666666667 17.7753437757492 211.078650648366 27.4185009002686 15.0132083892822 205 38 124
"572" 3 2 1 3 0 -45.4166666666667 -19.75 21.333323041598 224.235697005838 31.701000213623 18.1629168192546 288 11 40
"573" 2 1 3 1 0 -51.4166666666667 -27.75 16.8777917226156 337.550516136554 26.8064994812012 16.9906250635783 191 108 385
"574" 1 1 2 2 0 -48.75 -26.0833333333333 20.5333652496338 294.843674136714 28.7905368804932 17.0935632387797 259 82 265
"575" 1 1 3 2 0 -47.5833333333333 -22.25 20.4951977729797 239.480709819466 29.5349998474121 17.270499865214 247 21 82
"576" 3 3 1 2 0 -41.0833333333333 -19.25 23.3800418774287 191.337705580063 32.2517509460449 20.8369587262472 193 25 94
"577" 1 1 1 2 0 -43.25 -20.75 19.8058125178019 226.899436897523 29.5507507324219 16.7624584833781 264 19 58
"578" 3 3 1 3 0 -39.75 -18.4166666666667 24.0187627474467 176.776132908161 30.8052139282227 21.7656440734863 172 63 211
"579" 3 2 3 3 0 -45.4166666666667 -23.4166666666667 17.9192813237508 254.016347583938 26.6319999694824 14.6725419362386 259 38 139
"580" 1 3 2 1 0 -40.25 -20.4166666666667 23.7686457633972 202.14049979266 31.2975006103516 21.2504167556763 198 54 181
"581" 3 3 3 3 0 -42.4166666666667 -18.5833333333333 19.9380104541779 220.204725335159 29.0667495727539 16.7891666094462 271 16 51
"582" 3 1 3 2 0 -42.75 -19.0833333333333 21.6957813501358 219.518321426769 30.8735008239746 18.6595001220703 278 12 37
"583" 3 2 3 3 0 -43.0833333333333 -20.4166666666667 20.4313437143962 229.006746754194 30.3417491912842 17.3317915598551 267 17 52
"584" 3 2 3 1 0 -47.25 -23.75 16.9216666221619 242.581156299492 25.5244998931885 13.8411250114441 257 54 171
"585" 2 1 3 3 0 -49.5833333333333 -27.75 15.3613126675288 307.228471689309 24.4497509002686 11.969041744868 185 100 347
"586" 1 3 2 3 0 -41.9166666666667 -20.5833333333333 18.3543645739555 231.106313987833 28.4902496337891 15.2611666520437 226 20 73
"587" 2 3 1 3 0 -41.75 -17.25 20.6749481360118 179.919440405238 29.1477508544922 18.044750213623 187 12 42
"588" 3 1 2 2 0 -46.25 -22.5833333333333 15.6813125212987 252.372352579576 26.6854991912842 12.390708287557 305 30 120
"589" 3 2 3 3 0 -49.9166666666667 -27.75 15.3431041240692 313.956651256737 24.4397506713867 11.8269999027252 166 100 349
"590" 2 1 3 1 0 -44.9166666666667 -20.5833333333333 19.7408124605815 213.631963241723 29.1124992370605 16.7797083854675 304 16 52
"591" 2 2 1 2 0 -41.4166666666667 -19.75 22.5575417677561 202.949001444151 31.8632507324219 19.8676250775655 204 24 88
"592" 1 3 3 3 0 -49.0833333333333 -28.5833333333333 19.6737291018168 311.860733537956 29.1362495422363 16.6025414466858 169 83 279
"593" 1 1 1 3 0 -45.4166666666667 -22.4166666666667 18.2996146082878 267.606435559854 28.9605007171631 14.7388749917348 275 23 91
"594" 3 2 3 1 0 -42.25 -20.25 19.4374374945958 228.950125917562 29.7057495117188 16.3370833396912 238 18 66
"595" 2 1 2 2 0 -44.25 -19.5833333333333 20.556937456131 191.727995996602 30.0849990844727 17.9125833511353 287 12 42
"596" 1 3 2 3 0 -42.4166666666667 -21.9166666666667 20.3773125807444 245.832020093409 29.7817497253418 17.1607084274292 257 21 70
"597" 3 1 2 3 0 -44.25 -22.4166666666667 20.7798021237055 240.215501552445 30.3857498168945 17.6267917950948 253 18 66
"598" 1 2 1 1 0 -50.0833333333333 -29.25 16.2891042033831 307.058576088705 24.8617496490479 13.1616667906443 174 120 425
"599" 1 1 2 1 0 -45.75 -20.25 20.7358646392822 243.944838207883 31.5139999389648 17.2809583346049 278 15 53
"600" 3 2 1 2 0 -40.75 -20.5833333333333 21.2071145772934 206.725012453856 29.6667499542236 18.5877081553141 190 46 140
"601" 2 1 2 3 0 -43.4166666666667 -21.5833333333333 19.7105312347412 211.220073174135 28.683500289917 17.0298331578573 278 17 58
"602" 3 1 1 2 0 -47.4166666666667 -21.75 21.1771876414617 224.946908304495 30.304500579834 18.1506668726603 262 20 96
"603" 3 2 2 2 0 -40.9166666666667 -22.0833333333333 23.5000000794729 194.776486742607 30.533332824707 21.2055555979411 149 27 118
"604" 2 1 1 2 0 -39.4166666666667 -16.75 24.1966874599457 155.925846811085 30.2294998168945 22.121083577474 147 73 277
"605" 2 2 1 2 0 -42.4166666666667 -22.4166666666667 18.7357811133067 238.465462305837 27.4512500762939 15.719833056132 222 27 89
"606" 1 3 2 1 0 -42.9166666666667 -18.4166666666667 20.0742188294729 236.417403698891 29.3075008392334 16.6454165776571 286 11 38
"607" 2 2 2 3 0 -42.0833333333333 -20.9166666666667 21.1695209344228 235.658411054765 30.894250869751 18.0278749465942 229 17 63
"608" 1 3 3 1 0 -41.5833333333333 -21.0833333333333 21.9145520925522 223.927834816686 31.224250793457 18.9901250203451 202 23 79
"609" 3 2 1 3 0 -43.4166666666667 -22.9166666666667 23.0266666809718 210.869890256667 31.5764999389648 20.5842499732971 187 48 157
"610" 2 2 2 2 0 -42.0833333333333 -21.0833333333333 21.7963021993637 238.77222578429 31.5757503509521 18.6115002632141 234 17 70
"611" 3 1 1 3 0 -39.75 -17.5833333333333 24.2667396068573 169.235331178074 31.0997505187988 22.0192502339681 140 60 196
