"group.all" "pa" "lon" "lat" "X1Km_.eigenvariables.1" "X1Km_.eigenvariables.2" "X1Km_.eigenvariables.3" "X1Km_.eigenvariables.4" "X1Km_.eigenvariables.5" "X1Km_.eigenvariables.6" "X1Km_.eigenvariables.7" "X1Km_.eigenvariables.8" "X1Km_.eigenvariables.9" "X1Km_.eigenvariables.10"
"2110" 1 0 -48.635559082 -17.208896484 17.1217115971244 -13.41438007035 -14.2672294883625 6.39292449054459 -4.59328846472472 1.18436400834776 -0.0646667286771206 8.85037077693257 2.01563405676935 3.84750597185452
"2210" 1 0 -49.635559082 -17.258896484 18.094149752402 -13.5170149341497 -13.2368381473286 6.62006990592129 -5.06450822944969 0.670197952851366 -0.281827472499488 7.59527381847266 3.39076505784266 3.50175679777089
"2310" 2 0 -45.135559082 -22.368896484 11.0650622184163 -6.69448464221521 -16.3116559734253 2.72451445877222 -1.73181813354395 1.69182406206378 -0.264642435997205 7.53810985514278 4.7545857170092 3.06638428270703
"24" 3 0 -40.705559082 -14.188896484 15.7581968245717 -14.1633186153511 -9.25912141846501 6.16055582746686 -4.59465930835004 0.793652505303455 0.0899792071152583 8.0961529107848 3.90549738970991 2.71450096540597
"2510" 1 0 -55.525559082 -30.498896484 15.0096572635656 -8.16617964737737 -11.6070082092494 10.8470273936282 -5.92196096182171 1.86615534525514 -1.7487698826165 6.88277307754676 2.88390914967653 3.87768653871863
"2610" 1 0 -41.555559082 -5.478896484 19.5355009898391 -16.3193308342294 -11.5942039429603 6.04710449710075 -5.75476254275477 1.83455180237351 -1.48598495914514 7.85099827489175 4.26465300698842 3.73884344195786
"27" 1 0 -50.645559082 -25.588896484 12.8337256440572 -7.11155381741685 -12.9267502394145 6.8320137280982 -4.91528189781541 0.944389105134663 -0.137834453674497 7.8906391178509 3.01824700342109 4.14102932992508
"2810" 2 0 -48.155559082 -17.828896484 17.3603286553966 -13.7292018403233 -15.2476138543594 6.53301823963708 -5.00254547963922 1.2678286484826 -0.1710704994281 8.56355665578115 2.21811449589726 4.44148720959843
"2910" 3 0 -42.315559082 -16.058896484 15.8687298960909 -14.0280520343237 -12.5381971228257 7.22226027899165 -4.05185318765159 0.559948415838958 0.460029481491373 8.31676862220163 2.57060551616489 3.44505371612279
"3010" 2 0 -43.815559082 -8.568896484 19.9023646790204 -16.9131627314187 -11.4714293490469 7.50784563361137 -3.10974974347565 3.4587929925658 -1.25335836753451 9.26983882357743 3.45167507223688 4.49520445083679
"31" 1 0 -47.375559082 -17.448896484 16.4350747113874 -11.8384941924308 -14.2619667738554 5.81849369479246 -3.31820227191798 1.51217270799394 0.33658493513055 9.21131459217597 2.289726578941 3.69098792996394
"32" 1 0 -42.915559082 -7.448896484 19.7704030393737 -16.7166517163174 -11.4217306992417 7.33223117836633 -5.59871541290242 1.02679805232105 -0.157414681064122 8.83506151206504 3.56498561304498 4.01747832892074
"33" 1 0 -42.875559082 -6.128896484 20.7233440200467 -15.4654325562561 -12.3885400423611 7.03888873277428 -5.87287866779163 1.97542080960689 -1.38632713601696 7.99943739121362 2.85850697710967 3.50948284862171
"3410" 2 0 -42.015559082 -22.068896484 14.8548823049973 -8.91205597720135 -12.5780693619094 5.0634386966947 -5.17965017886291 1.60320074826514 -1.22042355083635 8.4231676708239 1.63134118932051 1.46535417597401
"3510" 3 0 -43.655559082 -20.818896484 15.0061054471607 -10.5710893871808 -13.9576219936009 5.68444070348985 -3.87635725662799 0.680839635986676 0.259711904296649 7.89864364677192 2.12406479456594 2.63082103495653
"3610" 3 0 -53.135559082 -28.758896484 15.2188726322606 -7.14260411353589 -11.5678774685896 9.30295362543946 -5.67579874350519 1.47044713483566 -0.850564626413292 7.32327804268941 2.48786418978371 3.95100865114962
"3710" 1 0 -37.725559082 -5.098896484 20.9585096466536 -16.9011224565765 -10.1652343841395 6.59359338011552 -5.02158692258247 1.2845279104267 -0.636009490872601 8.00416532573421 4.63446337041105 3.06724122359508
"3810" 1 0 -42.575559082 -5.598896484 21.4056742212445 -15.1499257607664 -13.0477853397465 6.89950800715627 -3.7727018339029 3.66931868341171 -2.21825202986852 7.41301971192926 3.2164859320686 3.87750903875847
"3910" 1 0 -44.475559082 -16.678896484 15.5190566722097 -12.7686638447064 -15.0268272441094 6.32781112445241 -4.55617732316366 0.526439571659367 0.10019712535887 8.23934004573831 4.00914443362117 3.60958737014048
"4010" 3 0 -51.785559082 -25.528896484 13.0412749348165 -5.86475109279266 -12.9829305611173 6.59698420131455 -4.98498265333584 0.389112774159458 0.0339291870975979 7.43356542269912 4.07752511261567 4.83481210640043
"4110" 1 0 -40.575559082 -6.588896484 16.9071071025449 -15.3406623668931 -9.71849684471281 5.71324112825118 -3.1454042775092 0.255606857401421 0.945883453077772 8.09303095331459 2.34808663045132 3.85874804585603
"42" 1 0 -51.025559082 -29.288896484 13.4745369531202 -5.45104447461616 -10.892775970673 4.84802498663427 -8.14595898208496 3.31223448443038 -4.12535021669489 9.39066220365564 1.46054361718709 1.86455490928248
"43" 3 0 -38.245559082 -8.268896484 16.0458489177735 -14.9173970375304 -9.82419501517838 5.68820173665815 -5.58273002284067 1.53999832787 -0.977865317009105 9.01007559546421 3.36285551829516 2.49677918647487
"44" 1 0 -53.445559082 -29.078896484 14.7338453388275 -6.78970066153104 -11.5431227231756 8.4688565014294 -6.73236393706307 2.16445342667978 -1.80637776508321 7.9113699041666 2.37082428323549 3.88280187525436
"45" 3 0 -42.445559082 -12.598896484 16.7098902976225 -16.3317625073677 -11.7585548217486 7.00406666013884 -3.06656671310785 3.43984256993717 -1.07071954950202 9.53193711610394 3.61286674753593 4.67111350483036
"46" 1 0 -56.535559082 -18.738896484 19.7219750412578 -13.5389640019125 -12.0884459807322 9.4285202484049 -5.73917191394101 1.18988179026527 -0.330728921912994 8.6538924826618 3.31553642452382 1.86376591905752
"47" 1 0 -45.115559082 -17.968896484 16.9368794975551 -13.7137478452642 -14.1318537540357 6.99643738677117 -3.73709050167231 2.62820495218232 -0.798781066045529 9.06861258212014 2.22297288076954 3.1482893712046
"48" 2 0 -39.555559082 -6.118896484 18.7681319363363 -15.3349872998863 -10.4365402781448 5.87827180091192 -4.84829599906836 0.997726820827693 -0.382466594059585 8.08626302696022 2.2767352227331 3.34681801173406
"49" 1 0 -36.655559082 -6.298896484 18.39170644848 -16.8434422630524 -9.29375379617728 5.483085107622 -5.06710882274406 0.85762606348598 0.0820521895077877 8.89791523059991 3.53355881371464 3.41293844805451
"50" 1 0 -46.455559082 -21.948896484 13.4056327801306 -8.36280357028255 -15.3465641627045 4.85556693524426 -0.888006635963818 1.936884437247 0.0244231693212691 7.90645970505277 3.88710151658856 2.86512603397049
"51" 2 0 -44.945559082 -14.468896484 16.4173466009152 -14.7851095240302 -13.3440058717764 5.5248211447078 -5.49775534196035 1.23173074557437 -0.666406857945604 8.69860053988704 3.73746536870515 3.8379212791304
"52" 1 0 -45.285559082 -21.908896484 14.0644838869258 -9.98115674493656 -15.4652515104538 5.51265995889262 -3.11767374601517 0.966730365522549 0.646226359083896 8.19824905436085 1.63855650692756 3.67126866078802
"53" 2 0 -35.735559082 -9.388896484 20.4985283846385 -10.4168648325614 -9.67701007082523 4.95978919877923 -5.47086244108512 1.11299860076381 -1.12914749169769 6.49920217793095 2.61202020038233 1.8690302867138
"54" 1 0 -43.285559082 -16.488896484 14.4925004845535 -12.7416730118006 -13.4060943667372 5.10553524342498 -3.77811695732731 0.62986362918816 0.55200069399905 8.49972440441896 2.35718372014595 3.82274830620636
